,net_size,num_packets,elapsed,delay_error,delivery_prob_error,last_system_size_error
727,5,100,0.0019191190076526254,0.3464487459595364,0.46402667148550325,0.36418342210898547
728,5,100,0.0021088730136398226,0.17963078390250914,0.017873049123161185,0.418984965124969
729,5,200,0.002272782992804423,0.03365225582395912,0.0985255764828557,0.008139066094152842
730,5,200,0.0023717750154901296,0.06010933724298292,0.049228792241094894,0.03890942665813112
731,5,200,0.00236337399110198,0.12215623808860235,0.1323718145375469,0.31582650697061243
732,5,200,0.0022859360033180565,0.052444824236039,0.04857636792058679,0.10369745642392815
733,5,200,0.0021966639906167984,0.18649363965033475,0.07495777349906899,0.2977908361155951
734,5,200,0.002434722991893068,0.28506428509970344,0.15826928445801103,0.352862500155174
735,5,200,0.002203911979449913,0.5695716511504367,0.3036424294786294,0.35080134685919784
736,5,200,0.0023385669919662178,0.20630895032341265,0.09868960897150474,0.17341503459967686
737,5,200,0.00227898100274615,0.03437949961172639,0.046037651784754136,0.18575835339097466
738,5,200,0.0022976449981797487,0.08642336419155677,0.10074131692476633,0.0998172319107502
739,5,200,0.0023313629790209234,0.010847663253733241,0.09387682595348193,0.18067436577633228
740,5,200,0.002197758003603667,0.015052854475853196,0.09858049944561476,0.21034348793131397
741,5,200,0.0023777919996064156,0.10982029073119995,0.024828122654092795,0.05857934367667266
742,5,200,0.002171982021536678,0.008483529864826894,0.09363319259893414,0.1633513704079318
743,5,200,0.002345401997445151,0.16205089711331666,0.10175809215766489,0.5975114713301903
744,5,200,0.0022968279954511672,0.25103605284934916,0.06211036400276106,0.48977887927187774
745,5,200,0.002346761990338564,0.10629442589486963,0.042998834048668874,0.10172645110962651
746,5,200,0.002267018018756062,0.12576813573310833,0.04475897209402468,0.3340989177301492
747,5,200,0.002286820992594585,0.41302193717133534,0.15314839520299772,0.4254550190005924
748,5,200,0.002226210985099897,0.05323061832784365,0.04475897209402468,0.22933232966821648
749,5,250,0.0022931820130907,0.08704469997825452,0.011674491929688759,0.33317861638528323
750,5,250,0.0025399570004083216,0.07820108114208472,0.10137130193946071,0.03043313326223136
751,5,250,0.002352575014811009,0.3330012936242008,0.14887155915168573,0.37588502687218284
752,5,250,0.0024419760156888515,0.08333493612481764,0.10246661679455425,0.43980713445758957
753,5,250,0.0023917119833640754,0.22328655010721402,0.15594375383736184,0.12292944586338103
754,5,250,0.0023613980156369507,0.2895767984762054,0.19645730194058317,0.07176453212660712
755,5,250,0.0023585160088259727,0.16028773641960767,0.07247749888622153,0.27427966764493666
756,5,250,0.00240496001788415,0.04433309114216727,0.0032918794968690786,0.01686792917766574
757,5,250,0.002333043987164274,0.024082796241595393,0.04250152579136975,0.3802084903034948
758,5,250,0.0023746389779262245,0.2398939206691617,0.1067014437476704,0.11815263448788328
759,5,250,0.00244205302442424,0.22594421381939378,0.190732675296866,0.17312811205009979
760,5,250,0.002323500986676663,0.003874578646038948,0.12626833132695933,0.05663220483012153
761,5,250,0.00238776599871926,0.20460640027669844,0.09842689027017255,0.2653323662556666
762,5,250,0.0023832689912524074,0.029959406813174126,0.03280110104529053,0.12381052136804299
763,5,250,0.002401196979917586,0.27988170478220636,0.10987011876744217,0.2654168310948794
764,5,250,0.0024335510097444057,0.021956784834907678,0.03095889208715823,0.21118522187136307
765,5,250,0.0024210300180129707,0.011953975127719604,0.06977672452488627,0.744131017344487
766,5,250,0.0023710120003670454,0.0626620864833052,0.06407431694773086,0.2695849950271642
767,5,250,0.002338905993383378,0.06271311291873553,0.0931429112389985,0.2532213679244309
768,5,250,0.0025328350020572543,0.20670698886921707,0.14539613708398602,0.1449855134408805
769,5,500,0.0029366909875534475,0.030085461678769992,0.011445862443285883,0.34751009138599204
770,5,500,0.003091300022788346,0.09310700917580299,0.044073721201587354,0.07785165519456029
771,5,500,0.0029891349840909243,0.01130277707680004,0.056724115248367575,0.017575554464952504
772,5,500,0.0029859860078431666,0.008254939154017732,0.01681434238488208,0.03964079552406309
773,5,500,0.0030574029951822013,0.08100200711674574,0.03588228820812081,0.014448186685970718
774,5,500,0.0028285699954722077,0.2850649546574813,0.1424764684076069,0.4219709532658171
775,5,500,0.0030088190105743706,0.13802916047893415,0.029304858404933798,0.34643254784933386
776,5,500,0.0028956200112588704,0.05496255837402711,0.09033297566476929,0.24080591816308847
777,5,500,0.0029948749870527536,0.06148027872928969,0.07237169535454036,0.3205516215021439
778,5,500,0.0028805650072172284,0.024162867548168775,0.07307641964756972,0.03983290986588012
779,5,500,0.003124538983684033,0.022471222764075288,0.05850792011220847,0.005488416608760798
780,5,500,0.0031259540119208395,0.09159652137127183,0.010187720901891427,0.27323428993935994
781,5,500,0.0030215839797165245,0.10388132546956119,0.026603639152107422,0.22575494474452773
782,5,500,0.0029533400083892047,0.15795812336855017,0.05264991704916944,0.06641295071481951
783,5,500,0.0028689560131169856,0.06990830523780703,0.07033956163949602,0.17079144800010748
